id_servico,id_cliente,tipo_servico,subtipo,descricao_detalhada,unidade_medida,quantidade,valor_unitario_aplicado,valor_total,data_execucao,status
811,262,Forro Drywall,,"Serviço de forro drywall solicitado para galpão industrial, imóvel industrial.",metro quadrado,67.84,95.0,6444.8,2025-08-22,concluído
812,244,Divisória Drywall,,"Divisória Drywall - cozinha, conforme orçamento aprovado.",metro quadrado,42.74,130.0,5556.2,2025-07-20,concluído
813,245,Moldura de Gesso,10cm,"Serviço de moldura de gesso solicitado para escritório, imóvel industrial.",metro linear,22.0,15.0,330.0,2024-09-09,concluído
814,165,Forro Drywall,,Execução de forro drywall em escritório.,metro quadrado,67.23,95.0,6386.85,2026-08-11,concluído
815,261,Gesso 3D,,Execução de gesso 3d em área externa.,metro quadrado,75.99,160.08,12164.48,2025-09-05,concluído
816,75,Gesso Liso,Parede Pintada,"Gesso Liso - fachada comercial, conforme orçamento aprovado.",metro quadrado,66.61,22.0,1465.42,2024-10-14,concluído
817,241,Forro Drywall,,"Serviço de forro drywall solicitado para área externa, imóvel residencial.",metro quadrado,45.43,97.1,4411.25,2025-12-12,concluído
818,176,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para sala comercial, imóvel residencial.",metro quadrado,47.15,20.0,943.0,2025-10-06,concluído
819,179,Gesso Liso,Parede de Tijolo,Execução de gesso liso em escritório.,metro quadrado,82.76,30.0,2482.8,2025-11-23,concluído
820,98,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para quarto principal, imóvel residencial.",metro quadrado,59.66,22.0,1312.52,2024-11-24,concluído
821,325,Divisória Drywall,,"Serviço de divisória drywall solicitado para área externa, imóvel residencial.",metro quadrado,71.26,130.0,9263.8,2025-05-23,concluído
822,130,Gesso Liso,Parede de Tijolo,"Gesso Liso - corredor, conforme orçamento aprovado.",metro quadrado,14.08,30.0,422.4,2025-02-06,concluído
823,291,Divisória Drywall,,Execução de divisória drywall em recepção da loja.,metro quadrado,38.06,,,2025-10-05,CONCLUÍDO
824,28,Forro Drywall,,"Forro Drywall - recepção da loja, conforme orçamento aprovado.",metro quadrado,7.32,95.0,695.4,2025-07-02,concluído
825,173,Sanca,,"Serviço de sanca solicitado para fachada comercial, imóvel industrial.",metro linear,39.14,95.0,3718.3,2024-09-03,concluído
826,284,Divisória Drywall,,"Divisória Drywall - cozinha, conforme orçamento aprovado.",metro quadrado,51.31,130.0,6670.3,2026-09-16,em andamento
827,249,Boiserie,,Execução de boiserie em escritório.,metro linear,7.61,150.0,1141.5,2024-09-04,concluído
828,297,Forro Drywall,,"Serviço de forro drywall solicitado para corredor, imóvel residencial.",metro quadrado,73.73,95.0,7004.35,2024-08-25,concluído
829,12,moldura de gesso,7cm,"Serviço de moldura de gesso solicitado para sala comercial, imóvel residencial.",metro linear,23.03,11.67,268.76,2026-03-19,Concluido
830,40,Forro Drywall,,"Serviço de forro drywall solicitado para fachada comercial, imóvel residencial.",metro quadrado,52.68,95.0,5004.6,2026-03-17,concluído
831,241,Forro Drywall,,"Serviço de forro drywall solicitado para recepção da loja, imóvel residencial.",metro quadrado,81.81,95.0,7771.95,2025-10-22,concluído
832,229,Gesso Liso,Parede Rebocada,"Gesso Liso - cozinha, conforme orçamento aprovado.",metro quadrado,77.64,20.0,1552.8,2024-08-22,concluído
833,101,Gesso Liso,Parede de Tijolo,Execução de gesso liso em área externa.,metro quadrado,72.52,30.0,2175.6,2026-02-17,concluído
834,131,Gesso Liso,Parede Rebocada,Execução de gesso liso em quarto principal.,metro quadrado,40.7,18.39,748.47,2026-07-26,concluído
835,91,Gesso Liso,Parede de Tijolo,Execução de gesso liso em quarto principal.,metro quadrado,27.35,30.0,820.5,2024-06-20,concluído
836,274,Moldura de Gesso,10cm,"Serviço de moldura de gesso solicitado para galpão industrial, imóvel industrial.",metro linear,7.59,15.46,117.34,2024-06-05,concluído
837,259,Sanca,,"Serviço de sanca solicitado para galpão industrial, imóvel residencial.",metro linear,36.11,95.0,3430.45,2025-04-25,concluído
838,57,forro drywall,,"Serviço de forro drywall solicitado para corredor, imóvel residencial.",metro quadrado,61.79,95.0,5870.05,2024-02-13,concluído
839,278,Forro Drywall,,"Forro Drywall - recepção da loja, conforme orçamento aprovado.",metro quadrado,62.83,95.0,5968.85,2025-10-24,Concluido
840,256,Divisória Drywall,,"Serviço de divisória drywall solicitado para recepção da loja, imóvel residencial.",metro quadrado,14.23,130.0,1849.9,2025-01-11,concluído
841,9,Forro Drywall,,Execução de forro drywall em fachada comercial.,metro quadrado,21.46,91.44,1962.3,27/08/2025,concluído
842,225,Divisória Drywall,,Execução de divisória drywall em sala de estar.,metro quadrado,24.49,130.0,3183.7,2025-01-15,Concluido
843,152,Gesso 3D,,Execução de gesso 3d em sala comercial.,metro quadrado,34.3,192.92,6617.16,2026-06-12,concluído
844,246,Moldura de Gesso,20cm,Execução de moldura de gesso em sala comercial.,metro linear,5.51,20.0,110.2,2025-06-02,concluído
845,191,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para área externa, imóvel residencial.",metro quadrado,5.96,28.95,172.54,2025-09-28,concluído
846,264,Forro Drywall,,"Serviço de forro drywall solicitado para galpão industrial, imóvel residencial.",metro quadrado,6.93,94.2,652.81,2024-03-09,CONCLUÍDO
847,74,Gesso Liso,Parede Pintada,Execução de gesso liso em sala de estar.,metro quadrado,15.52,22.0,341.44,2025-01-28,concluído
848,78,Divisória Drywall,,Execução de divisória drywall em fachada comercial.,metro quadrado,38.58,,,2024-08-03,concluído
849,85,Gesso 3D,,"Serviço de gesso 3d solicitado para galpão industrial, imóvel industrial.",metro quadrado,78.91,180.0,14203.8,2025-04-15,concluído
850,170,Gesso Liso,Parede Rebocada,Execução de gesso liso em área externa.,metro quadrado,55.15,20.0,1103.0,2025-11-29,concluído
851,248,Sanca,,Execução de sanca em fachada comercial.,metro linear,13.07,95.0,1241.65,2026-01-11,CONCLUÍDO
852,113,Moldura de Gesso,15cm,"Serviço de moldura de gesso solicitado para recepção da loja, imóvel residencial.",metro linear,35.59,18.39,654.5,2025-12-15,concluído
853,247,Divisória Drywall,,"Serviço de divisória drywall solicitado para corredor, imóvel industrial.",metro quadrado,80.83,140.6,11364.7,2024-02-28,concluído
854,121,Sanca,,Execução de sanca em fachada comercial.,metro linear,21.0,,,2025-02-09,concluído
855,304,Gesso Liso,Parede de Tijolo,"Gesso Liso - quarto principal, conforme orçamento aprovado.",metro quadrado,34.52,30.0,1035.6,2026-03-26,concluído
856,2,Boiserie,,Execução de boiserie em galpão industrial.,metro linear,20.43,150.0,3064.5,2026-05-13,concluído
857,170,Moldura de Gesso,20cm,"Serviço de moldura de gesso solicitado para cozinha, imóvel industrial.",metro linear,6.7,20.0,134.0,2024-02-10,concluído
858,316,Gesso Liso,Parede de Tijolo,"Gesso Liso - sala comercial, conforme orçamento aprovado.",metro quadrado,71.78,30.0,2153.4,2024-05-21,concluído
859,202,Divisória Drywall,,Execução de divisória drywall em recepção da loja.,metro quadrado,73.02,130.0,9492.6,2026-04-09,concluído
860,342,Moldura de Gesso,15cm,"Serviço de moldura de gesso solicitado para cozinha, imóvel residencial.",metro linear,15.08,17.0,256.36,2024-06-07,concluído
861,145,Moldura de Gesso,7cm,"Serviço de moldura de gesso solicitado para sala comercial, imóvel residencial.",metro linear,31.5,12.0,378.0,2026-01-05,concluído
862,243,Divisória Drywall,,"Serviço de divisória drywall solicitado para fachada comercial, imóvel residencial.",m2,57.15,130.0,7429.5,2024-12-19,concluído
863,166,Boiserie,,Execução de boiserie em cozinha.,metro linear,19.64,154.03,3025.15,2025-11-05,concluído
864,250,Forro Drywall,,"Serviço de forro drywall solicitado para escritório, imóvel residencial.",metro quadrado,74.92,95.0,7117.4,2024-05-23,concluído
865,185,Sanca,,"Serviço de sanca solicitado para escritório, imóvel residencial.",metro linear,29.32,95.0,2785.4,2024-01-03,concluído
866,259,Moldura de Gesso,20cm,"Moldura de Gesso - sala de estar, conforme orçamento aprovado.",metro linear,13.12,20.0,262.4,2025-08-27,concluído
867,234,Divisória Drywall,,"Divisória Drywall - recepção da loja, conforme orçamento aprovado.",metro quadrado,7.61,130.0,989.3,2025-10-04,CONCLUÍDO
868,303,Gesso 3D,,Execução de gesso 3d em fachada comercial.,metro quadrado,22.05,191.35,4219.27,2026-04-16,concluído
869,231,Boiserie,,Execução de boiserie em sala comercial.,metro linear,0.0,150.0,,2024-03-18,concluído
870,328,Boiserie,,Execução de boiserie em fachada comercial.,metro linear,32.16,150.0,4824.0,2025-05-23,CONCLUÍDO
871,169,Forro Drywall,,"Forro Drywall - sala de estar, conforme orçamento aprovado.",metro quadrado,18.36,95.0,1744.2,2025-03-15,concluído
872,150,Divisória Drywall,,"Divisória Drywall - sala comercial, conforme orçamento aprovado.",metro quadrado,58.42,117.13,6842.73,2024-06-16,concluído
873,63,Boiserie,,"Serviço de boiserie solicitado para cozinha, imóvel residencial.",metro linear,0.0,150.0,,2026-03-08,concluído
874,274,Gesso Liso,Parede Rebocada,Execução de gesso liso em cozinha.,metro quadrado,41.69,20.0,833.8,2024-10-11,concluído
875,10,Divisória Drywall,,"Divisória Drywall - cozinha, conforme orçamento aprovado.",metro quadrado,77.78,,,2026-02-23,concluído
876,324,Forro Drywall,,Execução de forro drywall em recepção da loja.,metro quadrado,32.46,95.0,3083.7,2026-02-13,concluído
877,301,Forro Drywall,,"Serviço de forro drywall solicitado para sala comercial, imóvel industrial.",metro quadrado,64.57,,,2024-08-20,concluído
878,22,Forro Drywall,,Execução de forro drywall em recepção da loja.,metro quadrado,6.95,95.0,660.25,2024-01-18,CONCLUÍDO
879,44,Moldura de Gesso,20cm,"Serviço de moldura de gesso solicitado para sala comercial, imóvel residencial.",metro linear,7.96,20.0,159.2,2026-02-23,concluído
880,327,Moldura de Gesso,15cm,"Serviço de moldura de gesso solicitado para cozinha, imóvel residencial.",metro linear,14.73,15.7,231.26,2026-05-29,concluído
881,211,divisória drywall,,"Divisória Drywall - fachada comercial, conforme orçamento aprovado.",metro quadrado,83.49,130.0,10853.7,2025-05-25,concluído
882,269,Sanca,,Execução de sanca em quarto principal.,metro linear,25.31,95.0,2404.45,2024-04-07,CONCLUÍDO
883,26,Sanca,,"Sanca - área externa, conforme orçamento aprovado.",metro linear,13.23,95.0,1256.85,2025-07-08,Concluido
884,153,Gesso Liso,Parede Rebocada,Execução de gesso liso em fachada comercial.,metro quadrado,12.14,,,2024-11-15,Concluido
885,302,Gesso 3D,,Execução de gesso 3d em área externa.,metro quadrado,4.32,180.0,777.6,2026-04-08,concluído
886,333,Divisória Drywall,,"Divisória Drywall - cozinha, conforme orçamento aprovado.",metro quadrado,78.37,130.0,10188.1,2026-04-11,concluído
887,3,Boiserie,,"Boiserie - sala de estar, conforme orçamento aprovado.",metro linear,28.21,150.0,4231.5,2026-01-17,concluído
888,271,Divisória Drywall,,"Serviço de divisória drywall solicitado para quarto principal, imóvel residencial.",metro quadrado,27.71,,,2025-02-25,Concluido
889,59,Gesso Liso,Parede Rebocada,Execução de gesso liso em escritório.,metro quadrado,36.85,20.0,737.0,2024-05-11,concluído
890,24,divisória drywall,,"Divisória Drywall - escritório, conforme orçamento aprovado.",metro quadrado,63.23,130.0,8219.9,11/08/2024,concluído
891,106,Sanca,,"Serviço de sanca solicitado para sala comercial, imóvel residencial.",metro linear,19.54,95.0,1856.3,2024-05-06,Concluido
892,75,Moldura de Gesso,20cm,"Serviço de moldura de gesso solicitado para sala de estar, imóvel residencial.",metro linear,10.65,21.29,226.74,2025-11-09,concluído
893,31,Sanca,,"Serviço de sanca solicitado para recepção da loja, imóvel industrial.",metro linear,30.69,95.0,2915.55,2024-04-23,Concluido
894,301,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para recepção da loja, imóvel residencial.",metro quadrado,40.81,20.0,816.2,2024-07-24,concluído
895,9,Gesso 3D,,"Serviço de gesso 3d solicitado para quarto principal, imóvel residencial.",metro quadrado,67.26,180.0,12106.8,2026-08-29,concluído
896,140,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para escritório, imóvel industrial.",metro quadrado,73.82,22.0,1624.04,2025-02-17,concluído
897,343,Moldura de Gesso,10cm,Execução de moldura de gesso em sala comercial.,metro linear,37.46,15.0,561.9,2026-08-04,concluído
898,284,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para fachada comercial, imóvel residencial.",metro quadrado,38.0,22.0,836.0,2024-07-10,concluído
899,343,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para galpão industrial, imóvel residencial.",metro quadrado,72.19,30.0,2165.7,2024-04-08,concluído
900,273,Moldura de Gesso,10cm,Execução de moldura de gesso em escritório.,metro linear,15.34,,,2024-01-17,concluído
901,38,Forro Drywall,,Execução de forro drywall em quarto principal.,metro quadrado,12.31,95.0,1169.45,2026-01-05,concluído
902,144,Forro Drywall,,"Forro Drywall - área externa, conforme orçamento aprovado.",metro quadrado,56.08,82.97,4652.96,2026-08-03,concluído
903,244,Divisória Drywall,,"Serviço de divisória drywall solicitado para escritório, imóvel industrial.",metro quadrado,59.81,130.0,7775.3,2025-12-13,concluído
904,118,Gesso Liso,Parede Rebocada,Execução de gesso liso em cozinha.,metro quadrado,78.91,20.0,1578.2,2024-12-23,Concluido
905,342,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para escritório, imóvel residencial.",metro quadrado,26.3,30.0,789.0,2026-01-25,concluído
906,317,Forro Drywall,,Execução de forro drywall em recepção da loja.,metro quadrado,14.9,85.6,1275.44,2025-10-04,concluído
907,194,Divisória Drywall,,Execução de divisória drywall em cozinha.,metro quadrado,4.62,130.0,600.6,2025-12-01,concluído
908,86,Forro Drywall,,"Serviço de forro drywall solicitado para área externa, imóvel industrial.",metro quadrado,25.56,95.0,2428.2,2025-11-24,concluído
909,273,Boiserie,,"Boiserie - fachada comercial, conforme orçamento aprovado.",metro linear,27.44,150.0,4116.0,2024-06-25,concluído
910,101,Moldura de Gesso,15cm,Execução de moldura de gesso em cozinha.,metro linear,18.02,17.0,306.34,2026-08-07,concluído
911,58,Gesso Liso,Parede Rebocada,Execução de gesso liso em sala comercial.,metro quadrado,49.37,20.0,987.4,2025-12-30,concluído
912,311,Sanca,,Execução de sanca em galpão industrial.,metro linear,23.12,95.0,2196.4,2024-03-26,concluído
913,106,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para sala comercial, imóvel residencial.",metro quadrado,15.32,20.0,306.4,2024-04-01,concluído
914,173,Gesso Liso,Parede Pintada,"Gesso Liso - galpão industrial, conforme orçamento aprovado.",metro quadrado,6.43,22.96,147.63,2025-12-08,concluído
915,43,Gesso Liso,Parede de Tijolo,Execução de gesso liso em área externa.,metro quadrado,59.72,28.79,1719.34,2026-07-04,concluído
916,59,Forro Drywall,,"Forro Drywall - área externa, conforme orçamento aprovado.",metro quadrado,68.37,95.0,6495.15,2024-10-26,concluído
917,40,Gesso Liso,Parede Rebocada,Execução de gesso liso em sala comercial.,metro quadrado,16.2,20.0,324.0,2025-09-28,concluído
918,339,Sanca,,"Sanca - cozinha, conforme orçamento aprovado.",metro linear,12.67,95.0,1203.65,2024-12-15,concluído
919,138,Forro Drywall,,"Forro Drywall - recepção da loja, conforme orçamento aprovado.",metro quadrado,45.45,95.0,4317.75,2024-02-20,concluído
920,28,Gesso Liso,Parede de Tijolo,"Gesso Liso - sala de estar, conforme orçamento aprovado.",metro quadrado,36.95,30.0,1108.5,2025-09-20,concluído
921,270,Moldura de Gesso,20cm,"Moldura de Gesso - sala comercial, conforme orçamento aprovado.",metro linear,9.84,20.0,196.8,2024-02-18,Concluido
922,134,Moldura de Gesso,7cm,"Moldura de Gesso - sala comercial, conforme orçamento aprovado.",metro linear,26.15,10.73,280.59,2026-08-29,concluído
923,33,Gesso Liso,Parede Rebocada,"Gesso Liso - cozinha, conforme orçamento aprovado.",metro quadrado,36.38,20.0,727.6,2024-05-24,concluído
924,209,Moldura de Gesso,7cm,"Serviço de moldura de gesso solicitado para escritório, imóvel residencial.",metro linear,14.01,12.47,174.7,2024-05-13,concluído
925,200,Moldura de Gesso,20cm,Execução de moldura de gesso em sala de estar.,metro linear,13.79,20.0,275.8,2024-12-29,Concluido
926,279,Forro Drywall,,"Serviço de forro drywall solicitado para fachada comercial, imóvel residencial.",metro quadrado,59.34,,,2026-07-22,concluído
927,272,Gesso Liso,Parede Rebocada,Execução de gesso liso em fachada comercial.,metro quadrado,44.92,20.65,927.6,2025-01-12,concluído
928,32,Moldura de Gesso,15cm,"Serviço de moldura de gesso solicitado para escritório, imóvel residencial.",metro linear,27.93,17.0,474.81,2025-10-16,concluído
929,301,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para área externa, imóvel residencial.",metro quadrado,29.52,20.0,590.4,2024-08-15,concluído
930,279,Moldura de Gesso,10cm,Execução de moldura de gesso em recepção da loja.,metro linear,4.79,15.0,71.85,2024-04-03,concluído
931,18,Forro Drywall,,"Forro Drywall - quarto principal, conforme orçamento aprovado.",metro quadrado,62.59,95.28,5963.58,2025-06-01,concluído
932,269,Moldura de Gesso,10cm,Execução de moldura de gesso em galpão industrial.,metro linear,36.0,15.0,540.0,2026-04-20,concluído
933,269,Moldura de Gesso,15cm,"Moldura de Gesso - área externa, conforme orçamento aprovado.",metro linear,37.2,17.0,632.4,2025-04-28,concluído
934,318,Gesso 3D,,"Gesso 3D - quarto principal, conforme orçamento aprovado.",metro quadrado,59.09,180.0,10636.2,2024-12-20,concluído
935,56,Gesso Liso,Parede de Tijolo,"Gesso Liso - recepção da loja, conforme orçamento aprovado.",m2,47.68,30.0,1430.4,2025-05-03,concluído
936,309,Divisória Drywall,,"Divisória Drywall - sala de estar, conforme orçamento aprovado.",metro quadrado,44.97,130.0,5846.1,2024-12-09,concluído
937,209,Gesso Liso,Parede Rebocada,"Gesso Liso - recepção da loja, conforme orçamento aprovado.",metro quadrado,80.19,20.0,1603.8,2024-01-22,concluído
938,60,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para escritório, imóvel residencial.",metro quadrado,64.45,23.86,1537.78,2026-08-24,concluído
939,14,Sanca,,"Serviço de sanca solicitado para escritório, imóvel residencial.",metro linear,17.29,95.0,1642.55,2026-08-20,concluído
940,261,Moldura de Gesso,15cm,"Moldura de Gesso - cozinha, conforme orçamento aprovado.",metro linear,23.36,17.0,397.12,2025-10-03,concluído
941,21,Divisória Drywall,,"Divisória Drywall - fachada comercial, conforme orçamento aprovado.",metro quadrado,13.38,130.0,1739.4,2026-03-23,concluído
942,271,Moldura de Gesso,7cm,"Moldura de Gesso - galpão industrial, conforme orçamento aprovado.",metro linear,8.05,12.0,96.6,18/01/2025,concluído
943,260,Moldura de Gesso,15cm,"Moldura de Gesso - corredor, conforme orçamento aprovado.",metro linear,16.62,17.0,282.54,2026-04-02,concluído
944,307,Forro Drywall,,"Forro Drywall - fachada comercial, conforme orçamento aprovado.",metro quadrado,61.2,95.0,5814.0,2026-02-24,concluído
945,234,Gesso Liso,Parede de Tijolo,"Gesso Liso - escritório, conforme orçamento aprovado.",metro quadrado,11.26,30.0,337.8,2026-03-13,concluído
946,257,Sanca,,Execução de sanca em escritório.,metro linear,35.83,101.1,3622.41,2026-09-03,em andamento
947,289,Forro Drywall,,"Serviço de forro drywall solicitado para quarto principal, imóvel residencial.",metro quadrado,49.35,95.0,4688.25,2025-12-17,concluído
948,227,Sanca,,"Sanca - área externa, conforme orçamento aprovado.",metro linear,9.43,95.0,895.85,2026-01-11,concluído
949,71,Gesso 3D,,Execução de gesso 3d em recepção da loja.,metro quadrado,57.24,180.0,10303.2,2026-04-18,CONCLUÍDO
950,290,Moldura de Gesso,20cm,"Serviço de moldura de gesso solicitado para sala comercial, imóvel residencial.",metro linear,25.57,20.0,511.4,2026-05-19,concluído
951,282,Sanca,,"Sanca - recepção da loja, conforme orçamento aprovado.",metro linear,17.15,95.0,1629.25,2024-03-15,Concluido
952,271,Moldura de Gesso,10cm,"Moldura de Gesso - sala comercial, conforme orçamento aprovado.",metro linear,14.61,,,2024-05-03,concluído
953,261,forro drywall,,"Serviço de forro drywall solicitado para sala comercial, imóvel residencial.",metro quadrado,26.02,100.52,2615.53,2024-06-17,concluído
954,29,Forro Drywall,,Execução de forro drywall em galpão industrial.,metro quadrado,13.46,95.0,1278.7,2024-07-25,concluído
955,271,Sanca,,Execução de sanca em corredor.,metro linear,5.07,95.0,481.65,2025-10-06,concluído
956,299,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para sala de estar, imóvel industrial.",metro quadrado,80.9,20.0,1618.0,2024-02-21,concluído
957,84,Divisória Drywall,,Execução de divisória drywall em galpão industrial.,metro quadrado,8.71,134.1,1168.01,2026-02-20,Concluido
958,321,Gesso Liso,Parede Rebocada,"Gesso Liso - fachada comercial, conforme orçamento aprovado.",metro quadrado,70.91,,,2024-06-13,concluído
959,100,Divisória Drywall,,"Serviço de divisória drywall solicitado para cozinha, imóvel residencial.",metro quadrado,20.07,130.0,2609.1,2024-05-15,CONCLUÍDO
960,41,Gesso Liso,Parede Rebocada,Execução de gesso liso em sala de estar.,metro quadrado,41.6,,,2026-07-18,concluído
961,263,Divisória Drywall,,"Divisória Drywall - escritório, conforme orçamento aprovado.",metro quadrado,83.34,130.0,10834.2,2025-07-13,concluído
962,304,Forro Drywall,,"Serviço de forro drywall solicitado para quarto principal, imóvel residencial.",metro quadrado,7.98,88.42,705.59,2024-05-24,Concluido
963,105,Divisória Drywall,,Execução de divisória drywall em corredor.,metro quadrado,59.25,130.0,7702.5,2025-07-01,concluído
964,83,Sanca,,"Sanca - recepção da loja, conforme orçamento aprovado.",metro linear,26.65,94.74,2524.82,2026-04-27,concluído
965,311,Moldura de Gesso,15cm,"Serviço de moldura de gesso solicitado para cozinha, imóvel residencial.",metro linear,19.2,15.43,296.26,2026-04-22,concluído
966,294,Forro Drywall,,Execução de forro drywall em recepção da loja.,metro quadrado,64.77,95.0,6153.15,2026-03-15,concluído
967,207,Gesso Liso,Parede Pintada,Execução de gesso liso em sala de estar.,metro quadrado,73.73,21.55,1588.88,2026-04-06,concluído
968,93,Moldura de Gesso,15cm,"Moldura de Gesso - sala de estar, conforme orçamento aprovado.",metro linear,11.28,17.0,191.76,2024-03-29,CONCLUÍDO
969,136,Gesso 3D,,"Serviço de gesso 3d solicitado para cozinha, imóvel residencial.",metro quadrado,36.8,180.0,6624.0,2025-10-28,concluído
970,21,Moldura de Gesso,7cm,Execução de moldura de gesso em sala comercial.,metro linear,23.63,12.0,283.56,2024-08-28,concluído
971,170,Gesso 3D,,"Serviço de gesso 3d solicitado para área externa, imóvel residencial.",metro quadrado,68.67,180.0,12360.6,2024-08-23,concluído
972,67,Divisória Drywall,,"Divisória Drywall - corredor, conforme orçamento aprovado.",metro quadrado,28.15,130.32,3668.51,2025-07-20,concluído
973,19,Moldura de Gesso,15cm,"Moldura de Gesso - corredor, conforme orçamento aprovado.",metro linear,28.73,17.0,488.41,2024-07-02,concluído
974,232,Gesso 3D,,"Serviço de gesso 3d solicitado para área externa, imóvel residencial.",metro quadrado,26.27,,,2024-03-06,concluído
975,295,Moldura de Gesso,20cm,"Moldura de Gesso - escritório, conforme orçamento aprovado.",metro linear,36.87,20.0,737.4,2024-06-06,concluído
976,163,Gesso Liso,Parede Pintada,"Gesso Liso - fachada comercial, conforme orçamento aprovado.",metro quadrado,0.0,22.0,,2025-11-29,concluído
977,200,Forro Drywall,,"Forro Drywall - sala comercial, conforme orçamento aprovado.",metro quadrado,34.86,95.0,3311.7,2025-08-05,concluído
978,129,Forro Drywall,,Execução de forro drywall em fachada comercial.,metro quadrado,18.79,95.0,1785.05,2025-02-07,concluído
979,273,Sanca,,"Serviço de sanca solicitado para área externa, imóvel industrial.",metro linear,30.36,100.47,3050.27,2024-08-15,Concluido
980,168,Divisória Drywall,,"Divisória Drywall - área externa, conforme orçamento aprovado.",metro quadrado,19.11,140.8,2690.69,2024-07-01,Concluido
981,176,Gesso Liso,Parede Pintada,Execução de gesso liso em recepção da loja.,metro quadrado,46.91,22.0,1032.02,2024-08-16,Concluido
982,135,Gesso Liso,Parede Rebocada,Execução de gesso liso em fachada comercial.,metro quadrado,81.46,20.0,1629.2,17/01/2024,concluído
983,320,Forro Drywall,,Execução de forro drywall em área externa.,metro quadrado,13.72,95.0,1303.4,2025-08-13,concluído
984,171,Moldura de Gesso,15cm,"Serviço de moldura de gesso solicitado para fachada comercial, imóvel residencial.",metro linear,24.53,17.0,417.01,2026-05-08,concluído
985,111,Divisória Drywall,,"Serviço de divisória drywall solicitado para recepção da loja, imóvel residencial.",metro quadrado,63.04,137.07,8640.89,2025-05-02,concluído
986,137,Boiserie,,"Serviço de boiserie solicitado para galpão industrial, imóvel residencial.",metro linear,38.25,157.59,6027.82,2024-10-17,CONCLUÍDO
987,63,Gesso 3D,,Execução de gesso 3d em fachada comercial.,metro quadrado,60.38,180.0,10868.4,2025-09-11,concluído
988,179,Gesso Liso,Parede Rebocada,"Gesso Liso - sala de estar, conforme orçamento aprovado.",metro quadrado,36.58,,,2025-07-24,concluído
989,231,Moldura de Gesso,10cm,"Serviço de moldura de gesso solicitado para fachada comercial, imóvel residencial.",metro linear,22.94,13.27,304.41,2025-12-24,concluído
990,187,Forro Drywall,,Execução de forro drywall em área externa.,metro quadrado,68.52,95.0,6509.4,2025-09-20,concluído
991,171,Forro Drywall,,Execução de forro drywall em escritório.,metro quadrado,6.06,95.0,575.7,2024-02-10,concluído
992,330,Divisória Drywall,,Execução de divisória drywall em corredor.,metro quadrado,75.07,136.48,10245.55,2026-06-08,concluído
993,94,Forro Drywall,,"Forro Drywall - corredor, conforme orçamento aprovado.",metro quadrado,59.24,95.0,5627.8,2025-06-16,concluído
994,230,divisória drywall,,"Divisória Drywall - galpão industrial, conforme orçamento aprovado.",metro quadrado,76.81,130.0,9985.3,2024-10-26,concluído
995,148,Gesso 3D,,Execução de gesso 3d em quarto principal.,metro quadrado,20.94,180.0,3769.2,2026-04-04,concluído
996,311,Sanca,,"Serviço de sanca solicitado para quarto principal, imóvel residencial.",metro linear,8.3,95.0,788.5,2024-11-08,concluído
997,284,Divisória Drywall,,"Serviço de divisória drywall solicitado para cozinha, imóvel industrial.",metro quadrado,41.52,130.0,5397.6,2025-04-27,concluído
998,186,Forro Drywall,,"Forro Drywall - área externa, conforme orçamento aprovado.",metro quadrado,49.53,95.0,4705.35,2024-06-07,Concluido
999,337,Forro Drywall,,"Serviço de forro drywall solicitado para corredor, imóvel residencial.",metro quadrado,48.86,95.0,4641.7,2025-07-16,Concluido
1000,112,Divisória Drywall,,"Divisória Drywall - área externa, conforme orçamento aprovado.",metro quadrado,78.99,,,2026-09-06,em andamento
1001,88,Forro Drywall,,Execução de forro drywall em cozinha.,metro quadrado,81.38,96.36,7841.78,2025-08-22,concluído
1002,126,Forro Drywall,,"Serviço de forro drywall solicitado para corredor, imóvel residencial.",metro quadrado,67.94,95.0,6454.3,2024-11-23,concluído
1003,113,Moldura de Gesso,20cm,"Moldura de Gesso - corredor, conforme orçamento aprovado.",metro linear,8.98,20.0,179.6,2024-01-21,concluído
1004,310,Moldura de Gesso,20cm,"Moldura de Gesso - galpão industrial, conforme orçamento aprovado.",metro linear,33.52,20.0,670.4,2024-07-10,concluído
1005,255,Gesso Liso,Parede Rebocada,Execução de gesso liso em sala comercial.,metro quadrado,62.22,20.0,1244.4,2026-04-17,concluído
1006,51,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para fachada comercial, imóvel industrial.",metro quadrado,14.91,22.69,338.31,2024-02-25,concluído
